price,carat,city,depth,table,x,y,z,clarity,color,cut
5519,1.16,Antwerp,60.9,57.0,6.79,6.75,4.12,SI1,G,Ideal
686,0.34,Antwerp,61.6,57.0,4.47,4.53,2.77,VS2,F,Ideal
7950,1.56,Tel Aviv,64.8,59.0,7.38,7.19,4.72,SI2,G,Fair
541,0.29,Surat,62.2,55.0,4.24,4.27,2.64,VVS2,G,Very Good
1204,0.32,Madrid,61.8,56.0,4.4,4.44,2.73,IF,F,Ideal
471,0.36,Madrid,62.4,58.0,4.54,4.56,2.84,SI2,E,Very Good
7037,1.19,Antwerp,61.3,57.0,6.83,6.81,4.18,SI1,E,Ideal
8341,1.04,Surat,62.3,59.0,6.48,6.39,4.01,VS1,D,Premium
3247,0.7,Las Vegas,62.5,58.0,5.63,5.67,3.53,VVS2,F,Very Good
5695,1.16,Kimberly,61.6,55.0,6.74,6.77,4.16,SI2,G,Ideal
11220,1.52,London,60.8,61.0,7.39,7.26,4.45,SI1,D,Premium
648,0.32,Zurich,62.4,58.0,4.36,4.33,2.71,VS2,H,Premium
715,0.38,Paris,59.7,62.0,4.66,4.68,2.79,VS2,G,Very Good
5370,1.1,Amsterdam,62.0,57.0,6.66,6.7,4.14,SI1,H,Ideal
1779,0.63,London,61.1,56.0,5.52,5.58,3.39,SI1,D,Ideal
9425,1.65,Dubai,62.2,55.0,7.6,7.57,4.72,VS2,G,Ideal
4117,0.9,Luxembourg,64.4,60.0,5.95,6.0,3.85,SI1,D,Good
660,0.42,Las Vegas,61.1,55.0,4.82,4.86,2.96,SI2,D,Ideal
1200,0.4,Luxembourg,62.1,58.0,4.73,4.7,2.93,VS1,D,Premium
11621,1.52,Antwerp,61.4,58.0,7.44,7.3,4.55,VS1,H,Premium
2169,0.71,Antwerp,62.1,60.0,5.68,5.62,3.51,SI2,F,Premium
1181,0.41,London,61.1,56.0,4.81,4.78,2.93,VVS2,D,Ideal
2281,0.7,Madrid,59.5,56.0,5.79,5.81,3.45,SI2,E,Very Good
4967,1.1,Antwerp,59.1,60.0,6.77,6.7,3.98,SI2,E,Premium
5807,1.22,Surat,61.7,56.0,6.91,6.83,4.24,SI2,H,Ideal
675,0.31,Antwerp,60.9,56.0,4.37,4.38,2.66,VS1,F,Very Good
734,0.31,Tel Aviv,61.5,56.0,4.35,4.37,2.68,VS2,D,Ideal
975,0.43,Paris,62.5,56.0,4.84,4.82,3.02,SI1,F,Ideal
11028,1.52,Paris,60.3,57.0,7.58,7.48,4.54,SI1,G,Ideal
1895,0.53,Luxembourg,61.0,56.0,5.19,5.23,3.18,VVS2,G,Ideal
972,0.54,Paris,61.8,60.0,5.2,5.16,3.2,SI2,H,Premium
3763,1.0,Paris,60.1,62.0,6.5,6.47,3.9,VS1,I,Premium
3679,0.92,Luxembourg,61.8,59.0,6.19,6.11,3.8,SI2,E,Premium
2426,0.52,Amsterdam,59.8,55.0,5.28,5.35,3.18,VVS2,D,Very Good
4362,1.01,Surat,62.4,58.0,6.38,6.41,3.99,SI2,G,Premium
1229,0.53,Kimberly,61.2,55.0,5.23,5.26,3.21,SI2,E,Ideal
2704,0.71,Zurich,59.9,56.0,5.86,5.8,3.49,SI1,E,Ideal
608,0.3,Madrid,62.0,58.0,4.3,4.25,2.65,VS1,I,Premium
9218,1.51,Tel Aviv,62.3,56.0,7.29,7.34,4.56,SI1,H,Ideal
2095,0.58,New York City,59.7,59.0,5.45,5.4,3.24,VVS2,G,Premium
1800,0.53,Surat,61.8,56.0,5.22,5.2,3.22,VVS2,H,Ideal
7594,1.06,Las Vegas,60.7,56.0,6.6,6.64,4.02,VS1,G,Ideal
1316,0.5,Amsterdam,63.2,57.0,5.03,5.06,3.19,SI1,E,Good
572,0.33,Luxembourg,62.8,58.0,4.43,4.39,2.77,SI1,I,Premium
2250,0.7,Paris,68.5,58.0,5.47,5.34,3.7,VS1,G,Fair
4014,1.12,Las Vegas,61.0,59.0,6.74,6.7,4.1,I1,E,Premium
1311,0.54,Antwerp,61.2,57.4,5.23,5.25,3.21,SI2,F,Very Good
6355,1.07,Madrid,60.9,58.0,6.56,6.6,4.01,VS2,G,Very Good
8265,1.01,Antwerp,62.4,58.0,6.38,6.41,3.99,VS1,D,Premium
2197,0.51,Kimberly,61.7,56.0,5.11,5.13,3.16,VVS2,F,Ideal
9339,1.22,Amsterdam,62.0,56.0,6.83,6.88,4.24,VS1,G,Ideal
743,0.3,London,65.5,61.0,4.19,4.15,2.73,VVS2,F,Fair
810,0.42,Antwerp,62.4,57.0,4.77,4.84,3.0,SI1,D,Ideal
1063,0.35,Madrid,61.2,56.0,4.55,4.53,2.78,VS1,E,Ideal
4497,1.01,Antwerp,60.5,57.0,6.53,6.49,3.94,SI2,F,Ideal
3328,0.82,Dubai,60.9,56.0,6.06,6.12,3.71,SI2,E,Ideal
850,0.4,Antwerp,62.3,60.0,4.66,4.68,2.91,VS2,D,Very Good
990,0.4,Kimberly,61.7,58.0,4.74,4.7,2.91,SI1,D,Premium
8680,1.73,Tel Aviv,59.8,58.0,7.8,7.79,4.66,VS2,I,Premium
17014,2.01,Surat,59.9,62.0,8.15,8.04,4.85,SI2,G,Premium
760,0.27,Paris,61.4,57.0,4.17,4.19,2.57,IF,F,Ideal
1129,0.51,Surat,61.5,55.0,5.16,5.18,3.18,SI2,G,Ideal
7597,1.01,Paris,62.0,58.0,6.36,6.39,3.95,VVS2,G,Ideal
554,0.32,Kimberly,63.9,55.0,4.36,4.34,2.78,SI1,I,Good
8294,1.21,New York City,61.5,56.0,6.83,6.88,4.22,VS2,G,Ideal
13757,1.51,Paris,63.2,56.0,7.28,7.22,4.58,VS2,E,Very Good
2585,0.72,Dubai,61.9,56.0,5.75,5.79,3.57,VS2,E,Very Good
1183,0.43,New York City,61.8,55.0,4.87,4.9,3.02,VVS1,G,Ideal
4442,1.08,Luxembourg,60.3,58.0,6.72,6.65,4.03,SI2,G,Premium
2056,0.7,Antwerp,61.8,61.0,5.66,5.63,3.49,SI2,G,Premium
1448,0.55,Amsterdam,60.9,56.0,5.28,5.32,3.23,SI1,E,Ideal
8630,1.72,Kimberly,63.4,57.0,7.6,7.58,4.81,SI2,I,Very Good
4216,0.56,Antwerp,62.4,56.0,5.24,5.28,3.28,IF,D,Ideal
3307,0.71,Surat,61.3,56.0,5.75,5.77,3.53,VVS2,G,Ideal
874,0.37,Amsterdam,62.3,56.0,4.64,4.61,2.88,SI1,D,Premium
10286,1.6,Amsterdam,58.7,58.0,7.76,7.68,4.53,SI2,F,Premium
544,0.31,Luxembourg,61.6,59.0,4.31,4.33,2.66,VVS2,I,Very Good
9576,1.5,Paris,59.2,62.0,7.55,7.49,4.45,SI1,H,Premium
645,0.32,Madrid,63.4,56.0,4.34,4.37,2.76,VVS2,H,Good
755,0.41,Surat,63.7,57.0,4.67,4.72,2.99,VS1,I,Good
523,0.31,New York City,63.5,56.0,4.32,4.28,2.73,SI1,I,Very Good
5431,1.22,Antwerp,57.2,60.0,7.07,7.01,4.03,VS2,I,Good
758,0.32,Kimberly,62.4,57.0,4.34,4.38,2.72,VS2,D,Ideal
6600,1.0,Las Vegas,62.1,59.0,6.34,6.38,3.95,VS2,E,Very Good
4468,1.01,Surat,58.8,61.0,6.53,6.46,3.82,SI2,F,Premium
771,0.41,Tel Aviv,60.6,60.0,4.83,4.8,2.92,SI2,E,Premium
914,0.31,Surat,61.9,54.0,4.35,4.38,2.7,IF,F,Ideal
5010,1.11,Luxembourg,62.0,56.0,6.61,6.65,4.11,SI1,H,Very Good
2450,0.71,Kimberly,63.6,57.0,5.69,5.66,3.61,VVS2,I,Good
628,0.31,Tel Aviv,63.1,57.0,4.31,4.28,2.71,VS2,H,Very Good
15850,2.18,Luxembourg,62.5,55.0,8.34,8.31,5.2,SI2,I,Ideal
12907,1.53,Amsterdam,62.8,57.0,7.48,7.43,4.63,VS2,G,Ideal
1349,0.5,Antwerp,62.6,56.0,4.99,5.11,3.16,VS2,H,Very Good
1113,0.53,Tel Aviv,62.3,53.0,5.21,5.25,3.26,SI2,G,Ideal
961,0.41,Zurich,60.8,56.0,4.82,4.79,2.92,VS1,G,Ideal
947,0.41,Las Vegas,63.2,58.0,4.77,4.72,3.0,SI1,D,Very Good
10221,1.01,Zurich,62.4,60.0,6.31,6.36,3.95,VVS2,D,Premium
487,0.28,Surat,63.0,59.0,4.11,4.15,2.6,VS2,E,Very Good
6120,1.07,Amsterdam,62.5,57.0,6.53,6.6,4.1,VS2,E,Very Good
5249,1.12,Paris,62.9,55.9,6.59,6.62,4.16,VS2,I,Very Good
794,0.36,London,61.5,56.0,4.57,4.6,2.82,VVS1,H,Ideal
459,0.31,New York City,58.8,59.0,4.44,4.5,2.63,SI1,F,Very Good
2999,0.7,Kimberly,60.2,61.0,5.74,5.66,3.43,VVS2,G,Premium
1217,0.5,Surat,64.0,56.0,5.03,4.9,3.18,SI1,E,Good
5407,1.23,Kimberly,62.2,57.0,6.89,6.81,4.26,SI1,J,Ideal
461,0.32,Surat,63.0,59.0,4.33,4.37,2.74,SI1,H,Very Good
11128,1.02,New York City,61.3,57.0,6.47,6.54,3.99,VVS1,E,Ideal
982,0.4,Surat,61.3,57.0,4.75,4.77,2.92,VS2,D,Ideal
926,0.42,Paris,60.0,58.0,4.89,4.85,2.92,SI1,E,Premium
593,0.3,Amsterdam,61.7,66.0,4.25,4.31,2.64,VS1,F,Fair
4512,0.91,Amsterdam,63.5,57.0,6.11,6.14,3.89,SI1,E,Good
6546,1.09,Madrid,62.5,59.0,6.56,6.59,4.11,VS1,G,Very Good
7933,1.52,Tel Aviv,63.1,58.0,7.21,7.3,4.58,SI2,G,Good
4612,1.22,New York City,61.8,57.0,6.9,6.83,4.23,SI2,I,Ideal
1040,0.44,Kimberly,61.1,56.0,4.92,4.9,3.0,SI1,E,Ideal
698,0.31,Las Vegas,61.6,57.0,4.39,4.35,2.69,VVS2,I,Ideal
695,0.32,Antwerp,61.2,56.2,4.41,4.44,2.71,VS1,F,Ideal
9513,1.51,Antwerp,63.4,59.0,7.26,7.19,4.58,SI2,E,Very Good
5143,1.03,Dubai,60.3,58.0,6.57,6.62,3.98,SI1,G,Ideal
465,0.23,Antwerp,60.2,57.0,3.99,4.05,2.42,VVS2,E,Very Good
4785,1.06,London,62.8,58.0,6.47,6.49,4.07,SI1,H,Very Good
794,0.37,Antwerp,60.5,59.0,4.66,4.69,2.83,VS2,D,Premium
10959,1.51,Dubai,64.2,59.0,7.22,7.16,4.62,VS2,H,Ideal
1096,0.38,London,62.3,54.0,4.64,4.7,2.91,VVS1,F,Ideal
5171,1.08,Dubai,62.6,58.0,6.56,6.53,4.1,SI1,H,Premium
718,0.32,London,62.5,57.0,4.37,4.34,2.72,VS1,G,Ideal
8102,1.42,Paris,62.3,58.0,7.15,7.19,4.47,SI1,H,Premium
2079,0.55,Kimberly,62.2,55.0,5.26,5.22,3.26,VS1,E,Ideal
2789,0.81,New York City,61.0,61.0,5.94,5.99,3.64,SI2,G,Good
13135,1.5,Zurich,62.0,55.0,7.33,7.36,4.56,VS2,G,Ideal
1274,0.51,Las Vegas,64.0,57.0,5.06,5.01,3.22,SI1,F,Good
2440,0.55,London,60.0,57.0,5.33,5.39,3.22,IF,G,Ideal
844,0.3,Kimberly,62.3,56.0,4.34,4.3,2.69,VS2,E,Ideal
4812,1.01,Surat,62.7,56.0,6.37,6.39,4.0,SI1,F,Very Good
3105,0.72,London,62.4,55.0,5.78,5.75,3.6,VS1,F,Ideal
6368,1.31,Paris,62.1,58.0,7.01,6.86,4.31,VS2,H,Premium
3770,0.9,Tel Aviv,58.0,57.0,6.34,6.41,3.7,SI2,F,Good
426,0.29,Surat,62.1,59.0,4.22,4.25,2.63,VS1,G,Very Good
1787,0.51,Surat,61.6,56.0,5.15,5.17,3.18,VS2,D,Ideal
1243,0.53,Zurich,62.3,57.0,5.15,5.18,3.22,VS2,I,Ideal
1755,0.55,Surat,61.0,59.0,5.26,5.29,3.22,VS1,F,Premium
2665,0.7,Paris,59.8,55.0,5.83,5.75,3.46,SI1,F,Ideal
1010,0.38,Kimberly,62.0,54.1,4.66,4.68,2.9,VVS2,F,Ideal
526,0.3,Kimberly,62.5,53.0,4.27,4.3,2.68,VS2,G,Ideal
988,0.31,Las Vegas,62.7,57.0,4.34,4.31,2.71,IF,G,Ideal
425,0.23,Tel Aviv,62.3,61.0,3.93,3.94,2.45,VVS2,F,Good
4443,0.84,Kimberly,60.6,57.0,6.06,6.15,3.7,VS1,D,Very Good
5186,1.09,Luxembourg,60.3,60.0,6.68,6.61,4.01,SI2,D,Premium
731,0.3,Dubai,61.7,60.0,4.31,4.28,2.65,VS2,E,Premium
2111,0.51,Surat,61.0,57.0,5.17,5.16,3.15,VVS1,G,Ideal
6180,1.21,Surat,61.1,57.0,6.91,6.83,4.2,SI1,H,Ideal
4355,0.9,Zurich,60.3,61.0,6.25,6.22,3.76,VVS2,H,Premium
1656,0.51,Kimberly,60.3,59.0,5.2,5.22,3.14,VS2,E,Premium
1033,0.34,Las Vegas,61.8,57.0,4.5,4.47,2.77,VS1,E,Ideal
4829,1.01,Surat,62.3,57.0,6.4,6.44,4.0,SI1,F,Ideal
506,0.3,Amsterdam,61.6,62.0,4.3,4.27,2.64,SI1,I,Premium
2738,0.77,Antwerp,62.0,56.0,5.86,5.89,3.64,VS2,H,Ideal
833,0.37,Paris,61.2,60.0,4.63,4.58,2.82,VS2,G,Premium
8920,1.23,Kimberly,61.4,56.0,6.89,6.91,4.24,VVS1,H,Ideal
12229,2.01,Surat,63.2,59.0,8.04,8.0,5.07,SI2,H,Very Good
702,0.41,Amsterdam,62.5,58.0,4.74,4.77,2.97,SI1,F,Very Good
878,0.31,Kimberly,60.7,56.0,4.4,4.37,2.66,VVS1,F,Ideal
1311,0.45,Amsterdam,62.9,58.4,4.83,4.86,3.04,VS2,D,Very Good
720,0.32,Surat,60.2,58.0,4.47,4.43,2.68,VS1,H,Premium
6773,1.04,Antwerp,61.6,57.0,6.49,6.54,4.01,VS2,G,Ideal
658,0.3,Dubai,61.5,56.0,4.29,4.33,2.65,VS2,E,Ideal
17522,2.52,Zurich,62.4,57.0,8.72,8.66,5.43,SI2,H,Premium
936,0.32,Kimberly,61.4,58.0,4.42,4.37,2.7,VVS1,H,Premium
3780,0.9,Luxembourg,60.3,56.0,6.27,6.23,3.77,SI1,G,Ideal
540,0.3,London,63.4,58.0,4.29,4.26,2.71,SI1,H,Very Good
1605,0.52,Kimberly,63.9,58.0,5.12,5.08,3.26,SI1,D,Good
2723,0.72,Zurich,63.1,58.0,5.69,5.72,3.6,SI1,E,Very Good
8133,1.23,Kimberly,61.5,54.0,6.92,6.89,4.25,VS2,G,Ideal
945,0.4,New York City,62.2,58.0,4.74,4.71,2.94,SI1,E,Premium
4028,1.11,Antwerp,63.4,55.0,6.54,6.51,4.14,SI2,H,Very Good
4327,1.01,Las Vegas,62.7,58.0,6.44,6.38,4.02,SI2,G,Premium
1838,0.8,Tel Aviv,61.4,57.0,5.98,5.95,3.66,SI1,J,Premium
9725,2.01,Las Vegas,62.8,58.0,8.02,7.97,5.02,SI1,J,Ideal
490,0.28,Surat,62.1,55.0,4.22,4.25,2.63,VS1,G,Ideal
1689,0.52,Kimberly,61.1,57.0,5.18,5.2,3.17,VS2,E,Ideal
4630,0.81,Antwerp,62.3,54.0,5.94,6.01,3.72,VVS2,F,Ideal
898,0.38,Kimberly,60.9,60.0,4.67,4.62,2.83,VS2,H,Premium
827,0.41,New York City,62.6,58.0,4.71,4.74,2.96,VS2,G,Premium
16643,1.67,London,61.5,55.0,7.62,7.67,4.7,VS1,G,Ideal
756,0.32,Antwerp,62.0,57.0,4.4,4.37,2.72,SI1,D,Ideal
3234,0.71,Antwerp,61.4,56.0,5.74,5.79,3.54,VS2,D,Ideal
1013,0.36,Surat,60.1,57.0,4.67,4.62,2.79,VS1,F,Ideal
1179,0.42,Madrid,61.2,56.0,4.85,4.86,2.97,VVS1,G,Ideal
1115,0.7,Amsterdam,64.6,59.0,5.64,5.48,3.6,I1,G,Fair
1336,0.58,Luxembourg,59.3,64.0,5.48,5.42,3.23,SI1,E,Good
3285,0.74,London,62.7,58.0,5.72,5.77,3.6,VS2,E,Premium
11873,1.51,Surat,63.0,58.0,7.33,7.27,4.6,SI1,E,Premium
737,0.4,Surat,62.8,59.0,4.71,4.72,2.96,SI1,F,Very Good
477,0.32,Madrid,60.9,56.0,4.41,4.45,2.7,SI1,G,Very Good
2469,0.78,Kimberly,62.3,57.0,5.86,5.85,3.65,SI1,F,Premium
2604,0.74,Surat,61.3,55.0,5.82,5.89,3.59,VS2,G,Ideal
4810,0.97,Surat,59.9,59.0,6.36,6.39,3.82,SI1,F,Premium
1013,0.3,New York City,62.2,57.0,4.31,4.27,2.67,VVS1,G,Ideal
757,0.37,Antwerp,60.6,58.0,4.62,4.65,2.81,VS2,E,Very Good
1844,0.7,Amsterdam,60.9,58.0,5.74,5.79,3.51,VVS1,J,Premium
2694,0.71,Las Vegas,60.3,60.0,5.81,5.76,3.49,VS2,G,Premium
3583,0.71,New York City,57.8,62.0,5.82,5.95,3.4,IF,G,Good
13275,2.01,Kimberly,63.4,58.0,8.03,7.96,5.07,SI1,F,Very Good
1154,0.5,Tel Aviv,62.4,57.0,5.03,5.07,3.15,SI2,E,Very Good
5052,0.65,Antwerp,60.9,57.0,5.58,5.61,3.41,VVS1,D,Ideal
1882,0.51,Kimberly,61.9,57.0,5.13,5.11,3.17,VS2,D,Ideal
561,0.41,Kimberly,61.7,55.0,4.77,4.8,2.95,SI1,I,Ideal
561,0.32,Antwerp,60.2,58.0,4.43,4.47,2.68,VS1,H,Premium
4617,1.01,Las Vegas,61.1,56.0,6.49,6.51,3.97,VS2,J,Ideal
787,0.28,Luxembourg,61.8,56.0,4.18,4.22,2.6,VVS2,F,Ideal
1251,0.31,Tel Aviv,61.1,56.0,4.39,4.42,2.69,IF,D,Ideal
896,0.37,Tel Aviv,62.5,53.0,4.59,4.63,2.88,VVS2,E,Ideal
6048,1.0,Amsterdam,63.3,58.0,6.39,6.27,4.01,VS2,G,Very Good
501,0.34,Zurich,62.0,54.0,4.49,4.51,2.79,VS1,I,Ideal
1436,0.5,Las Vegas,63.0,58.0,5.05,5.08,3.19,VS2,F,Very Good
4229,0.93,Luxembourg,62.8,56.0,6.24,6.19,3.9,SI1,E,Ideal
524,0.32,Dubai,62.4,55.0,4.36,4.39,2.73,VS2,G,Ideal
551,0.37,Paris,60.0,57.0,4.67,4.7,2.81,SI1,G,Very Good
7385,1.09,Madrid,60.9,54.0,6.66,6.73,4.08,VS2,F,Ideal
628,0.31,London,62.5,60.0,4.36,4.31,2.71,VS2,H,Premium
2993,0.75,Antwerp,61.1,57.0,5.83,5.86,3.57,SI1,E,Ideal
984,0.5,Kimberly,63.0,56.0,5.08,5.05,3.19,VS1,J,Ideal
13905,1.84,New York City,59.7,58.0,8.01,7.98,4.77,SI1,H,Premium
844,0.3,London,62.3,57.0,4.32,4.29,2.68,VS2,E,Ideal
4111,0.93,London,61.5,57.0,6.23,6.33,3.86,SI1,G,Very Good
4992,1.23,Tel Aviv,63.2,57.5,6.74,6.82,4.29,SI2,J,Good
760,0.27,London,62.5,56.0,4.1,4.14,2.57,VVS1,F,Ideal
1128,0.4,Antwerp,62.0,61.0,4.7,4.72,2.92,VVS2,D,Very Good
3921,0.88,Tel Aviv,60.7,55.0,6.28,6.22,3.79,VS1,F,Premium
2058,0.56,Dubai,60.7,56.0,5.32,5.33,3.23,VVS2,G,Ideal
8803,1.16,Antwerp,62.0,56.0,6.75,6.71,4.17,VVS2,G,Ideal
2537,0.7,Tel Aviv,62.8,56.0,5.69,5.72,3.58,SI1,E,Ideal
13986,1.51,Kimberly,59.8,59.0,7.55,7.47,4.49,VS2,E,Ideal
631,0.36,Antwerp,61.8,57.0,4.56,4.6,2.83,VS1,H,Ideal
698,0.31,Surat,59.9,60.0,4.45,4.4,2.65,VS1,H,Premium
4566,1.01,Paris,60.2,60.0,6.37,6.42,3.85,SI2,E,Good
2147,0.62,London,60.1,56.0,5.56,5.58,3.35,VS1,E,Very Good
5593,1.02,Antwerp,62.9,58.0,6.41,6.37,4.02,VS2,G,Premium
8820,1.5,Luxembourg,62.9,58.0,7.17,7.08,4.48,VS2,I,Premium
2772,0.58,Surat,61.5,55.0,5.39,5.44,3.33,VVS1,G,Ideal
754,0.3,Antwerp,61.5,55.0,4.35,4.33,2.67,VS1,F,Ideal
2045,0.53,Kimberly,62.3,56.0,5.24,5.2,3.25,VVS2,F,Ideal
891,0.31,Tel Aviv,61.3,57.0,4.39,4.42,2.7,IF,G,Ideal
5132,1.01,Dubai,62.8,60.0,6.38,6.39,4.01,SI1,E,Very Good
4504,0.9,Surat,63.2,58.0,6.11,6.16,3.88,VS2,F,Very Good
2911,0.77,New York City,60.3,61.0,5.89,5.96,3.57,VS2,F,Good
2800,0.6,Madrid,61.6,56.0,5.43,5.46,3.35,IF,G,Very Good
3380,0.71,Antwerp,59.0,59.0,5.88,5.82,3.45,VVS2,E,Premium
924,0.4,Kimberly,63.0,57.0,4.7,4.66,2.95,SI1,D,Premium
9254,1.01,Surat,62.8,56.0,6.39,6.34,4.0,VVS2,E,Ideal
3741,0.58,Amsterdam,62.2,56.0,5.34,5.36,3.33,VVS1,D,Ideal
13675,2.0,New York City,61.5,59.0,8.11,8.06,4.97,VS2,J,Premium
576,0.32,Paris,62.5,55.0,4.39,4.38,2.74,VS2,I,Ideal
666,0.33,Luxembourg,61.3,58.0,4.42,4.45,2.72,VS1,G,Premium
1981,0.7,Tel Aviv,64.9,56.0,5.49,5.51,3.57,VS2,H,Fair
1229,0.59,Surat,64.4,59.0,5.29,5.21,3.38,VS1,I,Fair
1898,0.71,Madrid,61.9,58.0,5.66,5.69,3.51,SI1,I,Very Good
3169,0.79,Surat,61.2,56.0,5.96,6.01,3.66,SI1,F,Ideal
642,0.28,Dubai,61.8,56.0,4.22,4.26,2.62,VVS2,F,Ideal
1736,0.63,Kimberly,59.1,57.0,5.64,5.6,3.32,SI1,F,Premium
1357,0.5,Surat,60.8,61.0,5.04,5.09,3.08,VS2,F,Very Good
965,0.33,Amsterdam,62.8,57.0,4.47,4.39,2.78,VVS2,G,Premium
1154,0.54,Antwerp,61.0,56.0,5.24,5.28,3.21,SI1,H,Ideal
8492,1.5,New York City,64.5,58.0,7.06,7.11,4.57,SI2,E,Good
5199,1.04,Paris,62.4,57.0,6.44,6.48,4.03,VS1,I,Ideal
1937,0.5,Luxembourg,61.9,55.0,5.09,5.12,3.16,VS1,D,Ideal
4484,1.04,Luxembourg,59.2,58.0,6.64,6.7,3.95,SI2,E,Premium
956,0.3,Kimberly,63.5,55.0,4.28,4.26,2.71,IF,G,Very Good
1035,0.46,Dubai,61.8,57.0,4.98,4.93,3.06,SI1,E,Premium
4375,1.04,Madrid,60.7,57.0,6.51,6.61,3.98,SI2,G,Ideal
743,0.33,Antwerp,60.7,57.0,4.47,4.43,2.7,SI1,E,Premium
1169,0.43,Kimberly,62.3,54.0,4.85,4.84,3.02,VVS1,H,Ideal
698,0.31,Tel Aviv,63.9,56.0,4.31,4.27,2.74,SI1,E,Good
524,0.3,Las Vegas,61.8,60.0,4.27,4.3,2.65,VS2,F,Premium
4460,0.9,Luxembourg,61.6,55.0,6.27,6.23,3.85,VS1,G,Ideal
2388,0.73,Surat,63.3,57.0,5.69,5.72,3.61,SI2,E,Good
15497,1.21,Surat,62.8,56.0,6.75,6.84,4.27,IF,F,Ideal
5610,1.35,London,59.2,65.0,7.18,7.13,4.23,VS2,I,Good
3154,0.7,Zurich,62.2,55.0,5.65,5.67,3.52,VS1,E,Very Good
1720,0.57,Surat,61.3,55.1,5.34,5.42,3.29,VS1,H,Ideal
840,0.31,Las Vegas,62.3,54.0,4.34,4.36,2.71,VVS1,F,Ideal
2120,0.55,London,61.5,55.0,5.25,5.29,3.25,IF,H,Ideal
765,0.34,Dubai,62.1,55.0,4.49,4.46,2.78,VS2,G,Ideal
2622,0.8,Kimberly,62.7,55.0,5.94,5.9,3.71,SI2,F,Ideal
802,0.31,Madrid,62.1,53.0,4.39,4.34,2.71,VS2,F,Ideal
18034,2.25,Kimberly,62.8,59.0,0.0,0.0,0.0,SI2,H,Premium
6539,1.03,Antwerp,63.0,56.0,6.43,6.46,4.06,VS1,G,Very Good
3153,0.83,Antwerp,63.1,60.0,5.91,5.98,3.75,VS1,H,Very Good
6169,1.02,Paris,63.2,57.0,6.41,6.38,4.04,VS2,G,Very Good
12541,2.01,Madrid,61.8,61.0,8.06,7.97,4.95,VS2,J,Premium
1316,0.5,Antwerp,60.2,58.0,5.15,5.18,3.11,SI1,E,Premium
886,0.3,Kimberly,62.3,57.0,4.25,4.29,2.66,IF,F,Ideal
2672,0.7,Las Vegas,62.5,59.0,5.66,5.54,3.5,SI1,F,Very Good
1392,0.54,Luxembourg,63.8,57.0,5.16,5.19,3.3,SI1,G,Very Good
956,0.3,Dubai,63.0,53.0,4.3,4.24,2.69,IF,G,Ideal
13945,1.51,Amsterdam,61.9,63.0,7.35,7.26,4.52,VS2,F,Very Good
4648,1.52,Tel Aviv,69.7,55.0,6.92,6.89,4.81,I1,H,Fair
1361,0.59,London,59.1,58.0,5.46,5.5,3.24,SI1,F,Good
5752,0.81,Surat,62.5,54.0,5.95,5.98,3.73,VVS1,E,Ideal
802,0.3,Paris,62.4,54.0,4.31,4.35,2.7,VVS1,F,Ideal
6619,1.04,Tel Aviv,62.2,55.0,6.48,6.52,4.04,VVS2,H,Ideal
500,0.23,New York City,59.2,61.0,4.04,4.0,2.38,VVS2,H,Premium
1651,0.71,Surat,63.6,63.0,5.61,5.64,3.58,SI1,I,Good
1310,0.42,Surat,61.1,56.0,4.86,4.9,2.98,VVS1,H,Ideal
3400,0.88,Dubai,61.1,58.0,6.19,6.15,3.77,VS2,G,Premium
670,0.3,Kimberly,62.1,57.0,4.3,4.33,2.68,VS1,E,Ideal
3256,0.91,Antwerp,62.1,56.0,6.18,6.22,3.85,VS2,J,Ideal
1841,0.51,Kimberly,61.3,63.0,5.11,5.16,3.15,VS1,E,Good
2760,0.75,Tel Aviv,59.9,54.0,6.0,5.96,3.58,SI1,E,Premium
984,0.53,Kimberly,59.9,58.0,5.31,5.27,3.17,SI2,E,Premium
1660,0.52,Las Vegas,61.5,61.0,5.16,5.09,3.15,VS2,E,Good
4668,1.03,Luxembourg,62.1,59.0,6.43,6.46,4.0,SI2,E,Very Good
15210,1.66,New York City,61.5,56.0,7.6,7.66,4.69,VS1,H,Ideal
666,0.33,Paris,61.9,59.0,4.43,4.45,2.75,VS1,G,Premium
776,0.3,London,62.5,58.0,4.28,4.26,2.67,VS2,F,Premium
4719,1.01,Las Vegas,61.5,56.0,6.39,6.46,3.95,SI2,D,Very Good
9521,1.61,Kimberly,62.2,56.0,7.57,7.5,4.69,VS2,G,Ideal
1608,0.57,Kimberly,62.8,57.0,5.23,5.28,3.3,VS2,G,Very Good
2800,0.83,Surat,61.8,57.0,6.03,6.07,3.74,SI1,G,Ideal
2321,0.87,Antwerp,61.4,57.0,6.17,6.14,3.78,SI1,J,Premium
1050,0.4,Dubai,61.5,59.0,4.76,4.71,2.91,VS1,F,Premium
596,0.34,Surat,61.4,54.0,4.5,4.53,2.77,SI1,E,Ideal
14773,1.51,Madrid,60.2,59.0,7.43,7.33,4.44,VS2,D,Premium
1822,0.52,Antwerp,62.6,55.0,5.12,5.14,3.21,VS2,D,Ideal
505,0.23,London,62.7,55.0,3.9,3.95,2.46,VVS2,E,Very Good
1007,0.41,London,61.0,57.0,4.78,4.8,2.92,VVS2,G,Ideal
5868,1.1,Surat,62.2,56.6,6.56,6.6,4.09,SI1,G,Ideal
